accident_date,aircraft_type,registration,operator,fatalities,location,damage_type
2006-08-17,Boeing 727-224F,HK-3985,Aerosucre Colombia,0,BogotÃ¡-Eldorado Airport (BOG),Write-Off
2006-08-17,Swearingen SA227-AC Metro III,N620PA,"Sierra West Airlines, lsf Career Aviation Company",0,"Grain Valley-East Kansas City Airport, MO",Substantial
2006-08-19,Boeing 737-330,,Lufthansa,0,Hamburg-FuhlsbÃ¼ttel Airport (HAM/EDDH),Minor Damage
2006-08-22,Beechcraft 99,N205TC,"Flanagon Enterprises, Inc.",0,"Lodi, California",Substantial
2006-08-22,Tupolev Tu-154M,RA-85185,Pulkovo Aviation Enterprise,170,45 km NW of Donetsk,Write-Off
2006-08-24,Let L-410UVP-E3,06,Russian Air Force,0,Rtishchevo Air Base,Substantial
2006-08-24,McDonnell Douglas MD-82,I-DAWJ,Alitalia,0,Roma-Fiumicino Airport (FCO/LIRF),Substantial
2006-08-24,McDonnell Douglas MD-82,I-DAVX,Alitalia,0,Roma-Fiumicino Airport (FCO/LIRF),Substantial
2006-08-27,Canadair CL-600-2B19 Regional Jet CRJ-100ER,N431CA,"Delta Connection, opb Comair",49,"Lexington-Blue Grass Airport, KY (LEX)",Write-Off
2006-08-28,Antonov An-26,ST-AQM,Ababeel Aviation,0,El Obeid Airport (EBD),Substantial
2006-08-28,Raytheon Hawker 800XP,N879QS,NetJets,0,"near Carson City, NV",Write-Off
2006-08-28,GAF Nomad N.22B,ZP-TDZ,Paraguay Air Services,0,"3 km S of Salta-MartÃ­n Miguel de GÃ¼emes International Airport, SA (SLA)",Substantial
2006-08-31,Bombardier DHC-8-402Q Dash 8,HL5254,Jeju Air,0,Busan-Gimhae (Pusan) International Airport (PUS/RKPK),Substantial
2006-09-01,Tupolev Tu-154M,EP-MCF,Iran Airtour,28,Mashhad Airport (MHD),Write-Off
2006-09-02,de Havilland Canada DHC-3 Otter,N3125N,Alaska Air Taxi,0,"Wainwright Airport, AK (AIN)",Substantial
2006-09-02,British Aerospace Nimrod MR.2,XV230,Royal Air Force - RAF,14,20 km W of Kandahar,Write-Off
2006-09-05,Boeing 757-232,N622DL,Delta Air Lines,0,San Juan-Luis MuÃ±oz MarÃ­n International Airport (SJU/TJSJ),Substantial
2006-09-07,Boeing 727-277,ZS-DPF,DHL Aviation,0,Lagos-Murtala Muhammed Airport (LOS),Write-Off
2006-09-08,Airbus A300B4-622R,A7-ABV,Qatar Airways,0,Madrid-Barajas Airport (MAD/LEMD),Minor Damage
2006-09-08,Embraer ERJ 170-100 SE (ERJ-170SE),N864RW,Shuttle America,0,"New York-La Guardia Airport, NY (LGA)",Substantial
2006-09-08,Airbus A319-112,C-GJTA,Air Canada,0,"New York-La Guardia Airport, NY (LGA)",Minor Damage
2006-09-10,Boeing 737-5B6,CN-RMV,Royal Air Maroc - RAM,0,Brussel-Zaventem Airport (BRU/EBBR),Unknown
2006-09-10,Boeing 747-412F,9V-SFO,Singapore Airlines Cargo,0,Brussel-Zaventem Airport (BRU/EBBR),Substantial
2006-09-10,Grumman G-159 Gulfstream I,PT-KYF,,0,"San Fernando, BA",Substantial
2006-09-13,Fokker 100,F-GPXD,"Air France , opb Brit Air",0,Frankfurt International Airport (FRA/EDDF),Substantial
2006-09-14,McDonnell Douglas MD-11F,N623FE,FedEx,0,Subic Bay International Airport (SFS/RPLB),Minor Damage
2006-09-15,IRMA/Britten-Norman BN-2A-9 Islander,5H-UNT,Safari Express Airways,0,Nangungu,Substantial
2006-09-15,Antonov An-2R,9Q-CXL,Zaabu International,0,Kahuzi-Biega National Park,Write-Off
2006-09-16,Boeing 737-7H4,N793SA,Southwest Airlines,0,"Hastings, NE",None (No Damage)
2006-09-17,Dornier 228-212,NAF033,Nigerian Air Force - NAF,13,near Vande Ikya,Write-Off
2006-09-26,Boeing KC-135R Stratotanker,63-8886,United States Air Force - USAF,0,Bishkek Airport (FRU),Substantial
2006-09-26,Tupolev Tu-154M,EX-85718,Altyn Air,0,Bishkek Airport (FRU),Substantial
2006-09-29,Embraer EMB-135BJ Legacy 600,N600XL,ExcelAire,0+154,"Novo Progresso-Cachimbo Air Base, PA (SBCC)",Minor Damage
2006-09-29,Boeing 737-8EH,PR-GTD,Gol Linhas AÃ©reas,154,"30 km from Peixoto Azevedo, MT",Write-Off
2006-09-29,Embraer EMB-110P1 Bandeirante,TG-TAK,TAG Airlines - Transportes AÃ©reos Guatemaltecos,0,Finca el Pataxte Airstrip,Substantial
2006-10-02,Nord 262A-42,9Q-CBA,"Malu Aviation, lsf Business Aviation",0,Kikwit Airport (KKW),Substantial
2006-10-02,Learjet C-21A (Learjet 35A),84-0066,United States Air Force - USAF,0,"Decatur Airport, IL (DEC)",Write-Off
2006-10-03,British Aerospace 3202 Jetstream 32,G-BUVC,Eastern Airways,0,Wick Airport (WIC),Substantial
2006-10-03,Boeing 737-2T4,PK-RIE,Mandala Airlines,0,Tarakan-Juwata Airport (TRK),Substantial
2006-10-03,Boeing 737-4Y0,TC-JET,THY Turkish Airlines,0,Brindisi-Papola Casale Airport (BDS),None (No Damage)
2006-10-10,de Havilland Canada DHC-4A Caribou,PK-YRO,Trigana Air Service,0,Mamit,Write-Off
2006-10-10,British Aerospace BAe-146-200A,OY-CRG,Atlantic Airways,4,Stord-SÃ¸rstokken Airport (SRP),Write-Off
2006-10-11,McDonnell Douglas MD-90-30,N906DA,Delta Air Lines,0,"Denver International Airport, CO (DEN/KDEN)",Substantial
2006-10-12,Beechcraft 200 Super King Air,N528WG,Tigress Air III,0,"Leonardtown-Saint Mary's County Airport, MD (LTW)",Write-Off
2006-10-19,Beechcraft 200T Super King Air,AU-871,AviaciÃ³n Naval Uruguaya,0,"BahÃ­a Blanca-Comandante Espora Airport, BA (BHI)",Substantial
2006-10-19,Xian Yunshuji Y-7,,People's Liberation Army - Air Force - PLAAF,2,near Hengshui,Write-Off
2006-10-19,Antonov An-2TP,UK-70152,Uzbekistan Airways,15,near Aranchi,Write-Off
2006-10-23,Cessna 208B Grand Caravan,5Y-NPD,"United Nations - UN, lsf Airworks",0,100 km N of Juba,Substantial
2006-10-24,ATR 72-212,,,0,MÃ¼nchen-Franz Josef Strauss Airport (MUC/EDDM),None (No Damage)
2006-10-26,CASA C-212 Aviocar 200,SE-IVF/585,Kustbevakningen (Swedish Coast Guard),4,Falsterbokanalen,Write-Off
2006-10-29,Boeing 737-2B7,5N-BFK,ADC Airlines,96,Abuja International Airport (ABV),Write-Off
2006-10-30,Cessna 208B Grand Caravan,XA-UBL,AerotucÃ¡n,0,Punta PÃ¡jaros Airstrip,Write-Off
2006-10-31,Boeing 747-430,D-ABVY,Lufthansa,0,"Newark-Liberty International Airport, NJ (EWR)",Substantial
,Hawker Siddeley HS-748-245 Srs. 2A,S2-ABE,"Astral Aviation, lsf Best Air",0,Alek Airstrip,Substantial
2006-11-01,Antonov An-12BP,9L-LFQ,748 Air Services,0,Lokichoggio Airport (LKG),Write-Off
2006-11-01,British Aerospace BAe-125-700A,N232TN,Juventude,0,"Fort Lauderdale International Airport, FL (FLL)",Substantial
2006-11-02,Yakovlev Yak-40A,RP-C2695,Interisland Airlines,0,Caticlan-Malay Airport (MPH),Substantial
2006-11-06,de Havilland Canada DHC-6 Twin Otter 300,C-FIZD,Provincial Airlines,0,"Goose Bay Airport, NL (YYR)",Substantial
2006-11-07,Airbus A320-232,N428UA,United Airlines,0,"Chicago-O'Hare International Airport, IL (ORD/KORD)",Minor Damage
2006-11-07,Boeing 737-322,N328UA,United Airlines,0,"Chicago-O'Hare International Airport, IL (ORD/KORD)",Substantial
2006-11-07,Boeing 717-2BL,N904ME,Midwest Airlines,0,"Milwaukee-General Mitchell Airport, WI (MKE/KMKE)",Substantial
2006-11-07,Boeing 717-2BL,N923ME,Midwest Airlines,0,"Milwaukee-General Mitchell Airport, WI (MKE/KMKE)",Substantial
2006-11-08,Swearingen SA226-TC Metro II,C-FTNV,Perimeter Airlines (Inland),0,"Norway House Airport, MB (YNE)",Substantial
2006-11-08,Learjet 35A,TL12-2/31,Royal Thai Air Force - RTAF,7,Nakhon Sawan/Takhli Air Base (TKH),Write-Off
2006-11-09,Let L-410UVP,9Q-CBQ,Gomair,0+1,near Walikale,Write-Off
2006-11-10,Boeing 717-2BD,N956AT,AirTran Airways,0,"Memphis Intn'l Airport, TN",Substantial
2006-11-10,Britten-Norman BN-2T Turbine Islander,IN135,Indian Naval Air Arm,0,Veloor,Substantial
2006-11-11,Antonov An-28,9Q-COL,TRACEP-Congo Aviation,0,Bukavu-Kamenbe Airport (BKY),Write-Off
2006-11-11,Boeing 717-2BD,N956AT,Airtran Airways,0,"Memphis International Airport, TN (MEM/KMEM)",Substantial
2006-11-15,CASA C-212 Aviocar 400,AMP-114,Armada de Mexico - Fuerza Aeronaval,0,"3,5 km off Progreso",Substantial
2006-11-16,Antonov An-74,YL-KSB,KS Avia,0,Ancona-Falconara Airport (AOI),Substantial
2006-11-16,NAMC YS-11A-600,RP-C3590,Aboitiz Air,0,Manila-Ninoy Aquino International Airport (MNL),Substantial
2006-11-16,Boeing 757-27A,B-27015,Far Eastern Air Transport - FEAT,0,99 NM South of Jeju Island,Minor Damage
2006-11-17,McDonnell Douglas DC-10-30F,N305FE,Cielos del Peru,0,Barranquilla-Ernesto Cortissoz International Airport (BAQ/SKBQ),Substantial
2006-11-17,de Havilland Canada DHC-6 Twin Otter 300,PK-YPY,Trigana Air Service,12,Puncak Jaya,Write-Off
2006-11-18,Boeing 727-23F,HK-3667X,Aerosucre Colombia,6,"3,7 km N of Leticia-Alfredo VÃ¡squez Cobo Airport (LET)",Write-Off
2006-11-19,McDonnell Douglas DC-9-31,N8950E,Northwest Airlines,0,"Minneapolis-St. Paul International Airport, MN (MSP)",Write-Off
2006-11-19,Pilatus Britten-Norman BN-2B-26 Islander,VP-FBI,Falkland Islands Government Air Service - FIGAS,0,West Point Island,Substantial
2006-11-22,Cessna 208 Caravan I,FAC-5054,Fuerza AÃ©rea Colombiana,3,Siberia,Write-Off
2006-11-23,PZL An-28,YV1756,T.A. Corpor. 2006,0,Charallave-Ãscar Machado Zuloaga Airport,Substantial
2006-11-24,Embraer EMB-120ER Brasilia,PP-PTB,Puma Air,0,"Altamira Airport, PA (ATM)",Write-Off
2006-11-26,Raytheon 400A,PR-MMS,LÃ­der TÃ¡xi AÃ©reo S/A - Air Brasil,0,"Near Apucarana Airport, PR (APU/SSAP)",Minor Damage
2006-11-26,Learjet 35A,C-GAJS,Canadian Global Air Ambulance,0,"Montreal-Pierre Elliott Trudeau International Airport, QC (YUL)",Substantial
2006-11-27,Antonov An-74T-200,15-2255,Iranian Revolutionary Guard Corps Air Force - IRGCAF,37,Tehran-Mehrabad Airport (THR),Write-Off
2006-11-28,ATR 72-201,HL5229,Hansung Airlines,0,Jeju (Cheju) International Airport (CJU),Substantial
2006-11-29,Grob G.180A SPn,D-CGSP,Grob Aerospace,1,"1,4 km ESE of Mindelheim-Mattsies Airport",Write-Off
2006-12-01,Learjet 36,N26FN,L-3 Communications Flight Internata,0,"San Diego, California",Substantial
2006-12-03,Cessna 501 Citation I/SP,N501SP,Premier Air Management,0,Mexicali Airport (MXL),Substantial
2006-12-06,Antonov An-2,RA-01146,Antarctic Logistics Centre International - ALCI,0,Novolazarevskaja,Write-Off
2006-12-08,Fairchild SA227-BC Metro III,N779BC,Key Lime Air,0,"Gillette, Wyoming",Substantial
2006-12-09,de Havilland Canada DHC-3 Otter,N335AK,Wings Airline Services,0,Flamingo Bay,Write-Off
2006-12-10,Bombardier BD-100-1A10 Challenger 300,N523FX,"Jet Solutions, LLC",0,"Waukegan, Illinois",Substantial
2006-12-11,Boeing 747SP-94,YK-AHB,Syrianair,0,Stockholm-Arlanda Airport (ARN),Substantial
2006-12-12,Fokker 50,ST-ASJ,Sudan Airways,0,Kenana,Write-Off
2006-12-13,Canadair CL-215-6B11 (CL-415),I-DPCD,"SOREM, lsf Dipartimento della Protezione Civile Italiana",0,Pratica di Mare Air Base,Substantial
2006-12-15,Swearingen SA227-AC Metro III,LV-WRA,Baires Fly,0,"Buenos Aires/Ezeiza-Ministro Pistarini Airport, BA (EZE)",Substantial
2006-12-16,Antonov An-32B,FAM-3103,Fuerza AÃ©rea Mexicana,4,8 km SE off Pie de la Cuesta Air Base,Write-Off
2006-12-17,Cessna 560 Citation V,N49NS,Mid-ohio Aviaiton Inc,0,"North Canton, Ohio",Substantial
2006-12-19,North American T-39A Sabreliner,XA-TJU,Jett Paqueteria,0,near Monterrey-Gen Mariano Escobedo Airport (MTY),Write-Off
2006-12-22,Beechcraft 99,N799CZ,Freight Runners Express,0,"Mosinee, Wisconsin",Substantial
2006-12-23,Boeing 747-228F SCD,N752SA,Southern Air,0,"near Anchorage, AK",Substantial
2006-12-24,Boeing 737-4Y0,PK-LIJ,Lion Air,0,Ujung Pandang-Hasanudin Airport (UPG),Substantial
2006-12-26,Gates Learjet 35A,N136WE,Secure Air Charter LLC,0,"Nashville, Tennessee",Substantial
2006-12-26,Boeing 737-7H4 (WL),N207WN,Southwest Airlines,0,"San Diego International Airport, CA (SAN)",Minor Damage
2006-12-26,Boeing 737-3A4,N673AA,Southwest Airlines,0,"San Diego International Airport, CA (SAN)",Substantial
2006-12-26,Antonov An-2R,RA-33565,2nd Sverdlovsk Aviation Enterprise,0,"near Gari, Sverdlovskaya region",Write-Off
2006-12-28,Cessna 501 Citation I/SP,N80SL,J.W. Pate,0,"Santa Teresa-Dona Ana County Airport, NM",Substantial
2006-12-28,Airbus A321-211,VP-BQS,Aeroflot Russian International Airlines,0,Praha-Ruzyne Airport (PRG),None (No Damage)
2006-12-28,Britten-Norman BN-2A-27 Islander,ZK-WNZ,Island Air Charters,0,ca 7 km W off Tauranga Airport (TRG),Substantial
2006-12-29,Douglas C-54A-1-DO (DC-4),C-GPSH,Buffalo Airways,0,"Carat Lake, NU",Substantial
2006-12-29,Beechcraft 99 Airliner,N99TH,Alpine Aviation,0,"16 km S of Rapid City Regional Airport, SD (RAP)",Substantial
2006-12-30,Britten-Norman BN-2A-20 Islander,PK-VIN,Dirgantara Air Service,0,Long Layu Airstrip,Substantial
2006-12-30,North American CT-39A-1-NA Sabreliner,XA-TNP,Facts Air,2,near CuliacÃ¡n-Fedl de Bachigualato Airport (CUL),Write-Off
2006-12-30,de Havilland Canada DHC-5 Buffalo,5Y-SRK,"International Red Cross, lsf Sky Relief Services",0,6 km NE of Nairobi-Jomo Kenyatta International Airport (NBO),Write-Off
,Antonov An-32B,CR867,Sri Lanka Air Force,0,Colombo-Ratmalana Airport (RML/VCCC),Substantial
,Antonov An-2R,LZ-1102,Bask Air,0,AgadÃ¨s Airport (AJY),Write-Off
,Antonov An-2R,LZ-1118,Bask Air,0,AgadÃ¨s Airport (AJY),Write-Off
2007-01-01,Boeing 737-4Q8,PK-KKW,AdamAir,102,85 km W off Pambauang,Write-Off
2007-01-05,Boeing 737-7H4 (WL),N464WN,Southwest Airlines,0,"Burbank , California",None (No Damage)
2007-01-07,Beechcraft A100 King Air,C-GFFN,Transwest Air,1,"Sandy Bay Airport, SK",Write-Off
2007-01-09,British Aerospace 3112 Jetstream 31,C-FBIP,Peace Air,0,"Fort St. John Airport, BC (YXJ)",Write-Off
2007-01-09,Learjet 24F,N444TW,Ameristar Jet Charter,2,30 km E of Guadalajara-Miguel Hidal Airport (GDL),Write-Off
2007-01-09,Antonov An-26B-100,ER-26068,Aeriantur-M Airlines,34,"2,5 km from Balad Air Base",Write-Off
2007-01-10,Learjet 35A,N40AN,AirNet Systems,0,"near Columbus, OH",Write-Off
2007-01-11,CASA/IPTN NC-212 Aviocar 200,PK-BRM,Aviastar Mandiri,0,Sangata-Tanjung Bara Airport,Substantial
2007-01-12,Cessna 525 CitationJet,N77215,SunQuest Executive Air Charter,2,"Los Angeles-Van Nuys Airport, CA (VNY)",Write-Off
2007-01-13,Boeing 737-230C,PK-RPX,"Gading Sari Aviation Services, lsf RPX Airlines",0,Kuching Airport (KCH),Write-Off
2007-01-16,Airbus A320-231,G-VCED,MyTravel,0,Aeropuerto de Tenerife-Sur (Santa Cruz de Tenerife),None (No Damage)
2007-01-17,Douglas C-54G (DC-4),N82FA,Brooks Air Fuel,0,"8 km W of Nenana, AK",Write-Off
2007-01-18,Fokker F-27 Friendship 500RF,TC-MBE,MNG Airlines,0,Coventry-Baginton Airport (CVT),Write-Off
2007-01-18,Antonov An-2TP,SP-AOA,Aeroklub JeleniogÃ³rski,0,Jelenia GÃ³ra Airport,Substantial
2007-01-18,Antonov An-2T,SP-FIN,J. Lewandowski,0,Jelenia GÃ³ra Airport,Substantial
2007-01-18,Dornier 228-200,D-ILWS,LGW - Luftfahrtgesellschaft Walter,0,Paderborn-Lippstadt Airport (PAD/EDLP),Substantial
2007-01-22,ATR 42-500 ?,,Air Botswana,0,Johannesburg-O.R. Tambo International Airport (JNB),None (No Damage)
2007-01-23,de Havilland Canada DHC-8-315Q Dash 8,PH-DMU,"Air Nostrum, lsf Denim Air",0,Barcelona-El Prat Airport (BCN/LEBL),Unknown
2007-01-24,Canadair CL-600-2B19 Regional Jet CRJ-200ER,EC-IBM,Air Nostrum,0,Barcelona Airport (BCN),Substantial
2007-01-24,Beechcraft 99A Airliner,N699CZ,Freight Runners Express,0,"Milwaukee-General Mitchell Airport, WI (MKE)",Substantial
2007-01-24,Cessna 550 Citation II,N492AT,Air Trek,0,"Butler County/K. W. Scholter Field Airport, PA (BTP)",Write-Off
2007-01-24,Boeing 737-200,ST-SDA ?,"Air West, Co",0,N'Djamena Airport (NDJ),None (No Damage)
2007-01-25,Beechcraft 1900D,F-HALS,Alsair,0,St. Moritz-Samedan Airport (SMV),Substantial
2007-01-25,Canadair CL-600-2B19 Regional Jet CRJ-200LR,N17337,"America West Express, opb Mesa Airlines",0,"near Woodland Park, CO",Minor Damage
2007-01-25,Fokker 100,F-GMPG,RÃ©gional Compagnie AÃ©rienne EuropÃ©enne,0+1,Pau-Uzein Airport (PUF),Substantial
2007-01-26,Raytheon 400A,PR-MMS,Lider Taxi Aero,0+1,"Apucarana Airport (SSAP) , PR",Unknown
2007-01-31,de Havilland Canada DHC-8-103 Dash 8,N979HA,Island Air,0,"Kaunakakai , Hawaii",None (No Damage)
2007-02-02,Beechcraft B200 King Air,N777AJ,Horizon Timber Services Inc.,0,"near Cape Girardeau Airport, MO (CGI)",Write-Off
2007-02-03,Beechcraft 300 Super King Air,,Unknown,0,Yahurabila,Write-Off
2007-02-04,Antonov An-2R,LY-AJG,P. Kekys,0,Narsarsuaq Airport (UAK),Write-Off
2007-02-04,McDonnell Douglas DC-8-71F,HK-4277,TAMPA Colombia,0,"Miami International Airport, FL (MIA)",Minor Damage
2007-02-05,McDonnell Douglas DC-9-31,N1308T,Northwest Airlines,0,"Minneapolis-St. Paul International Airport, MN (MSP)",Substantial
2007-02-06,Beechcraft 200C Super King Air,VQ-TIU,Air Turks & Caicos (2003),1,"1,8 km SE of North Caicos Airport (NCA)",Write-Off
2007-02-06,Beechcraft 200 Super King Air,N45MF,Metro Aviation,3,"24 km NNW of Belgrade , MT",Substantial
2007-02-07,IRMA/Britten-Norman BN-2A-21 Islander,RP-C1047,P. Pichay,0,off Suba-Basbas,Substantial
2007-02-08,Cessna 208B Grand Caravan,N1116Y,Suburban Air Freight,0,"8 km NW of Alliance Airport, NE (AIA)",Write-Off
2007-02-11,Antonov An-124-100,RA-82044,Volga-Dnepr Airlines,0,Aeropuerto de Valencia (Valencia / ValÃ¨ncia),None (No Damage)
2007-02-11,de Havilland Canada DHC-6 Twin Otter 300,C-GKCJ,Air Inuit,0,"Berbegamau Airstrip, QC",Minor Damage
2007-02-12,Lockheed Hercules C.4 (C-130J-30),ZH876,Royal Air Force - RAF,0,20 km N of Al-Amarah,Write-Off
2007-02-13,Canadair CL-600-2B19 Regional Jet CRJ-100SE,N168CK,FortAero Business Aviation,0,Moskva-Vnukovo Airport (VKO),Write-Off
2007-02-15,Boeing 777-240LR,AP-BGY,Pakistan International Airlines - PIA,0,Manchester International Airport (MAN/EGCC),Minor Damage
2007-02-15,de Havilland Canada DHC-8-402Q Dash 8,G-JEDR,Flybe,0,Manchester International Airport (MAN/EGCC),Minor Damage
2007-02-15,Cessna 208B Grand Caravan,5Y-BNN,Stellavia,1,near Walikale,Aircraft Missing
2007-02-15,Boeing 737-7Q8,,Air Mauritanie,0,Las Palmas-Gando Air Base (LPA),None (No Damage)
2007-02-18,Embraer ERJ 170-100 SE (ERJ-170SE),N862RW,"Shuttle America, opf Delta Connection",0,"Cleveland-Hopkins International Airport, OH (CLE)",Substantial
2007-02-21,Boeing 737-33A,PK-KKV,AdamAir,0,Surabaya-Juanda Airport (SUB),Substantial
2007-02-23,Boeing 777-223ER,N779AN,American Airlines,0,"Chicago, IL",None (No Damage)
2007-02-24,Antonov An-12BP,ST-AQE,"AZZA Transport, lsf United Arabian Airlines",0,Geneina Airport (EGN),Write-Off
2007-02-26,Boeing 777-222ER,N786UA,United Airlines,0,London-Heathrow Airport (LHR),Minor Damage
2007-02-28,Rockwell Sabreliner 75A,YV265T,Unknown,0,Valencia Airport (VLN),Substantial
2007-03-03,Britten-Norman BN-2B-26 Islander,D-ILFB,LFH Luftverkehr Friesland Harle,0,"0,4 km NE of Ruhnu Airport",Write-Off
2007-03-04,Airbus A319-111,CS-TTO,TAP Air Portugal,0,Lisboa-Humberto Delgado Airport (LIS/LPPT),None (No Damage)
2007-03-07,Boeing 737-497,PK-GZC,Garuda Indonesia Airways,21,Yogyakarta-Adisutjipto Airport (JOG),Write-Off
2007-03-09,Ilyushin Il-76TD,EW-78826,Transaviaexport Airlines,0,Mogadishu International Airport (MGQ),Write-Off
2007-03-12,Saab 340A,OD-IST,First Kuwaiti Trading & Contracting,0,Kuwait International Airport (KWI),Write-Off
2007-03-12,Airbus A310-325,S2-ADE,Biman Bangladesh Airlines,0,Dubai Airport (DXB),Write-Off
2007-03-13,de Havilland Canada DHC-8-402Q Dash 8,JA849A,"All Nippon Airways - ANA, lsf Air Central Co.",0,Kochi Airport (KCZ),Substantial
2007-03-14,Antonov An-2R,EW-32744,Aviakompania Grodno,0,"Ostromechevo, Brest district",Substantial
2007-03-15,Boeing 767-322ER,N662UA,United Airlines,0,"near Chicago O'Hare Intn'l Airport, IL (ORD)",Substantial
2007-03-15,Boeing 737-244 Adv. (F),ZS-SID,South African Airways - SAA,0,Durban International Airport (FADN),Minor Damage
2007-03-16,McDonnell Douglas DC-9-82 (MD-82),LZ-LDD,"Kish Air, lsf Bulgarian Air Charter",0,Kish Island Airport (KIH),Write-Off
2007-03-17,Cessna 500 Citation I,N511AT,Air Trek,0,"Beverly Airport, MA (BVY)",Substantial
2007-03-17,Tupolev Tu-134A-3,RA-65021,UTair Aviation,6,Samara Airport (KUF),Write-Off
2007-03-20,Boeing 747-443,G-VLIP,Virgin Atlantic Airways,0,London Gatwick Airport (LGW/EGKK),Minor Damage
2007-03-22,de Havilland Canada DHC-6 Twin Otter 300,G-BZFP,"Loganair, opf British Airways",0,Glasgow-Prestwick International Airport (GLA/EGPF),Substantial
2007-03-23,Dassault Falcon 900C,N129KJ,XOJet,0,"Rifle-Garfield County Airport, CO (RIL)",Substantial
2007-03-23,Airbus A300B4-203,YA-BAD,Ariana Afghan Airlines,0,Istanbul-AtatÃ¼rk International Airport (IST),Substantial
2007-03-23,Ilyushin Il-76TD,EW-78849,Transaviaexport Airlines,11,near Mogadishu International Airport (MGQ),Write-Off
2007-03-25,Swearingen SA226-TC Metro II,C-FUZY,Perimeter Aviation,0,"Gods Lake Narrows, Manitoba",Substantial
2007-03-26,Learjet 36A,N527PA,Phoenix Air,0,"Hampton-Newport News/Williamsburg Airport, VA (PHF)",Substantial
2007-03-29,McDonnell Douglas DC-9-83 (MD-83),N877GA,Allegiant Air,0,"Sanford, FL",Substantial
2007-03-29,Lockheed L-188C Electra,XA-AEG,Mex-Jet Cargo,0,Panama City-Tocumen International Airport (PTY),Substantial
2007-03-29,Antonov An-2T,YV-1953C,Mayor y Detal de VÃ­veres,0,La Paragua Airport,Substantial
2007-03-30,Embraer EMB-110P1 Bandeirante,P2-ALU,Airlink,2,27 km E of Kandrian,Write-Off
2007-03-30,Airbus A300B4-622R,,Sudan Airways,0,Khartoum-Civil Airport (KRT),None (No Damage)
2007-04-03,Pilatus Britten-Norman BN-2A-21 Islander,BDF-05,Belize Defence Force,0,Belize coast,Substantial
2007-04-07,Canadair CL-600-2B19 Regional Jet CRJ-200LR,N77181,"United Express, opb Mesa Airlines",0,"Lake Michigan, MI",Substantial
2007-04-09,Beechcraft B200 Super King Air,VH-SGT,Network Aviation Australia,0,"Perth Airport, WA (PER)",Substantial
2007-04-09,Let L-410UVP,D6-CAK,Comores Aviation,0,Anjouan-Ouani Airport (AJN),Substantial
2007-04-10,Boeing 737-82R,TC-APU,Pegasus Airlines,0,Ankara-Esenboga Airport (ESB),None (No Damage)
2007-04-12,Boeing 737-4U3,PK-GWK,Garuda Indonesia Airways,0,Jakarta-Soekarno-Hatta International Airport (CGK/WIII),Minor Damage
2007-04-12,Canadair CL-600-2B19 Regional Jet CRJ-200LR,N8905F,"Northwest Airlink, opb Pinnacle Airlines",0,"Traverse City-Cherry Capital Airport, MI (TVC)",Substantial
2007-04-12,Boeing 757-222,N525UA,United Airlines,0,"Los Angeles, CA",None (No Damage)
2007-04-13,Boeing 747-458,4X-ELD,El Al Israel Airlines,0,Paris-Charles de Gaulle Airport (CDG),Substantial
2007-04-19,Airbus A300B4-622R,A7-ABV,Qatar Airways,0,Abu Dhabi International Airport (AUH),Write-Off
2007-04-20,Boeing 767-332ER,N183DN,Delta Air Lines,0,"Buenos Aires/Ezeiza-Ministro Pistarini Airport, BA (EZE/SAEZ)",Minor Damage
2007-04-20,de Havilland Canada DHC-8-301,C6-BFN,Bahamasair,0,Governor's Harbour Airport (GHB),Substantial
2007-04-25,Britten-Norman BN-2A-27 Islander,8R-GET,Air Services Limited - ASL,3,near Kopinang,Write-Off
2007-04-25,Boeing 737-3H4,N648SW,Southwest Airlines,0,"La Plata, MD",None (No Damage)
2007-04-28,Britten-Norman BN-2A-20 Islander,N634MA,McCall Aviation,0,"S of Hamilton-Ravalli County Airport, MT",Write-Off
2007-04-28,ATR 72-212,N407AT,Executive Airlines,0,"San Juan, PR",None (No Damage)
2007-05-03,Cessna S550 Citation S/II,N22HP,Hamilton Ranches Inc.,2,"Dillon Airport, MT (DLN)",Write-Off
2007-05-05,Boeing 737-8AL,5Y-KYA,Kenya Airways,114,"5,5 km SE of Douala Airport (DLA)",Write-Off
2007-05-06,de Havilland Canada DHC-6 Twin Otter 300,742/F-RACB,"Multinational Force and Observers-MFO, lsf L'ArmÃ©e de L'Air",9,near El-Thamad,Write-Off
2007-05-10,Ilyushin Il-76TD,4K-AZ41,Silk Way Airlines,0,"Trenton Canadian Forces Base, ON (YTR)",Substantial
2007-05-10,Ilyushin Il-76TD,EX-093,Tenir Airlines,0,Pointe Noire Airport (PNR),Write-Off
2007-05-17,Let L-410UVP,TN-AHE,SAFE Air Company,3,near Walikale,Write-Off
2007-05-18,McDonnell Douglas DC-9-31,N1799U,Northwest Airlines,0,"Near Syracuse, NY",Substantial
2007-05-19,Beechcraft B99 Airliner,N950AA,Alpine Aviation,0,"Billings-Logan Field, MT (BIL)",Substantial
2007-05-20,Canadair CL-600-2B19 Regional Jet CRJ-100ER,C-FRIL,Air Canada Jazz,0,"Toronto-Pearson International Airport, ON (YYZ)",Write-Off
2007-05-22,Beechcraft A100 King Air,YV1257,Aeroguaparo,0,Acarigua Airport (AGV),Substantial
