accident_date,aircraft_type,registration,operator,fatalities,location,damage_type
2003-05-16,Antonov An-12BK,T-307,ForÃ§a AÃ©rea Popular de Angola,4,near Menongue,Write-Off
2003-05-18,Beechcraft B300 King Air 350,N2SM,Oso-Rio LLC,0,"Houston-West Houston Airport, TX (IWS)",Write-Off
2003-05-20,Boeing 757-223,N692AA,American Airlines,0,"Santa Ana, California",Substantial
2003-05-21,Saab 340B,N277MJ,Colgan Air opf US Airways Express,0,"New York-La Guardia Airport, NY (LGA/KLGA)",Substantial
2003-05-21,Learjet U-36A,9202,Japan Maritime Self Defence Force - JMSDF,4,Iwakuni MCAS,Write-Off
2003-05-22,de Havilland Canada DHC-3 Otter,C-GGON,Whiteshell Air Service,0,"4 km E of Lac du Bonnet, MB",Substantial
2003-05-24,Boeing 737-3H4,N343SW,Southwest Airlines,0,"Amarillo International Airport, TX (AMA)",Substantial
2003-05-26,Yakovlev Yak-42D,UR-42352,Ukrainian-Mediterranean Airlines,75,"3,5 km E of MaÃ§ka",Write-Off
2003-05-27,Antonov An-12BP,9L-LCR,Showa Air,0,Goma Airport (GOM),Write-Off
2003-05-28,Cessna 560 Citation Encore+,D-CAUW,AW Aerowest,0,Leeds/Bradford Airport (LBA),Substantial
2003-05-29,Boeing 717-231,VH-VQI,"QantasLink, opb Impulse Airlines",0,"Melbourne-Tullamarine Airport, VIC (MEL)",None (No Damage)
2003-06-01,Learjet 45,I-ERJC,Eurojet Italia,2,"0,3 km E of Milano-Linate Airport (LIN)",Write-Off
2003-06-02,Embraer EMB-120ER,N299UX,Great Lakes Airlines,0,"Denver International Airport, CO (DEN/KDEN)",Substantial
2003-06-02,North American Rockwell CT-39E Sabreliner,XA-AAW,Jett Paqueteria,0,"Laredo International Airport, TX (LRD)",Write-Off
2003-06-02,Rockwell T-39D Sabreliner,XA-AAH,Jett Paqueteria,0,"Laredo International Airport, TX (LRD)",Write-Off
2003-06-02,Rockwell T-39D Sabreliner,XA-AAJ,Jett Paqueteria,0,"Laredo International Airport, TX (LRD)",Write-Off
2003-06-02,Rockwell T-39D Sabreliner,XA-AAF,Jett Paqueteria,0,"Laredo International Airport, TX (LRD)",Write-Off
2003-06-02,Rockwell T-39D Sabreliner,XA-AAI,Jett Paqueteria,0,"Laredo International Airport, TX (LRD)",Write-Off
2003-06-02,Rockwell T-39D Sabreliner,XA-AAG,Jett Paqueteria,0,"Laredo International Airport, TX (LRD)",Write-Off
2003-06-02,de Havilland Canada DHC-8-311Q Dash 8,D-BHAT,"Lufthansa, opb Augsburg Airways",0,en route,None (No Damage)
2003-06-02,Airbus A319-112,N910FR,Frontier Airlines,0,"near Denver, Colorado",None (No Damage)
2003-06-05,de Havilland Canada DHC-6 Twin Otter 300,C-GOGC,Ontario Ministry of Natural Resources,0,"Lake Wicksteed, ON",Write-Off
2003-06-05,Airbus A320-231,N644AW,America West Airlines,0,"Payson, AZ",None (No Damage)
2003-06-07,Boeing 767-346,JA8980,Japan Air Lines - JAL,0,Fukuoka Airport (FUK/RJFF),None (No Damage)
2003-06-08,Britten-Norman BN-2A-8 Islander,PT-KQS,Antonio Marica Barbosa Teixeira,0,"near Porto Belo Farm, RJ",Substantial
2003-06-12,McDonnell Douglas MD-82,N451AA,American Airlines,0,"Dallas/Fort Worth International Airport, TX (DFW/KDFW)",None (No Damage)
2003-06-14,Antonov An-32B,CR866,Sri Lanka Air Force,0,Jaffna-Palaly Airport (JAF/VCCJ),Write-Off
2003-06-14,Antonov An-24RV,CU-T1295,Cubana de AviaciÃ³n,0,Nueva Gerona-Rafael Cabrera Airport (GER),Write-Off
2003-06-16,Airbus A320-231,C-GTDK,"MyTravel, lsf Skyservice Airlines",0,Bristol Airport (BRS),Substantial
2003-06-16,Fokker 50,ST-ARA,Mid Airlines,0,Adar Yel,Write-Off
2003-06-17,McDonnell Douglas MD-88,TC-ONP,Onur Air,0,Groningen-Eelde Airport (GRQ),Substantial
2003-06-18,Airbus A330-342,B-HYA,Dragonair,0,within Manila FIR,Minor Damage
2003-06-18,Embraer EMB-145LR,N294SK,Chautauqua Airlines,0,"Taylor, FL",None (No Damage)
2003-06-18,Antonov An-124-100,UR-82029,Antonov Design Bureau,0,Roma-Fiumicino Airport (FCO/LIRF),Substantial
2003-06-21,Embraer ERJ-135LR,N708AE,American Eagle,0,"Toronto-Pearson International Airport, ON (YYZ/CYYZ)",Substantial
2003-06-22,Canadair CL-600-2B19 Regional Jet CRJ-100ER,F-GRJS,Brit Air,1,2 km from Brest-Guipavas Airport (BES),Write-Off
2003-06-23,Boeing 757-232,N633DL,Delta Air Lines,0,"Tampa, FL",None (No Damage)
2003-06-24,Embraer EMB-135KL,N839AE,American Eagle Airlines,0,"Boston-Logan International Airport, MA (BOS/KBOS)",Substantial
2003-06-24,Tupolev Tu-134SKh,RA-65929,Voronezh Avia,0,Nyagan Airport,Write-Off
2003-06-25,Lockheed C-130 Hercules,,Islamic Republic of Iran Air Force - IRIAF,7,near Rudshour,Write-Off
2003-06-26,Boeing 777-236ER,G-VIIA,British Airways,0,"Near Reigate, Surrey",Substantial
2003-06-26,Cessna 208B Grand Caravan,V5-CAS,Comav Aviation,4,near Rooisand Desert Ranch,Write-Off
2003-06-30,Lockheed C-130H Hercules,7T-WHQ,Al Quwwat al-Jawwiya al-Jaza'eriya,5+10,Blida,Write-Off
,Let L-410UVP,FLARF01192,Aeroklub KVS,0,near Myachkovo Airport,Write-Off
2003-07-03,Cessna 208B Grand Caravan,HP-1403APP,"Servicios AÃ©reos Nacionales - SANSA, lsf AeroPerlas",0,near BahÃ­a Ballena,Substantial
2003-07-06,Boeing 737-236,LV-ZTY,Aerolineas Argentinas,0,"CÃ³rdoba Airport, CD",Minor Damage
2003-07-08,Boeing 737-2J8C,ST-AFK,Sudan Airways,116,5 km E of Port Sudan,Write-Off
2003-07-09,Cessna 208B Grand Caravan,N410GV,Hageland Aviation Services,0,"50 miles northwest of Kotzebue , Alaska",None (No Damage)
2003-07-10,Lockheed P-3C Orion,163005,United States Navy,0,"Jacksonville NAS, FL (NIP)",Write-Off
2003-07-11,Boeing 707-3J6C,5X-AMW,Air Memphis,0,Dhaka-Zia International Airport (DAC),Write-Off
2003-07-13,Let L-410UVP-E,YV-1060CP,Ruiban and Duran C.A.,4,near San Cristobal,Write-Off
2003-07-16,Lockheed L-188A Electra,C-GFQA,Air Spray (1967),2,"4,6 km S of Cranbrook, BC",Write-Off
2003-07-17,Boeing 777-222,N779UA,United Airlines,0,"Chicago, IL",None (No Damage)
2003-07-18,McDonnell Douglas MD-83,SE-RDL,"Nordic Airlink, opf AviaJet",0,Londonderry-Eglinton Airport (LDY/EGAE),Substantial
2003-07-19,Swearingen SA226-TC Metro II,ZS-OYI,Ryan Blake Air Charter,14,Mount Kenya,Write-Off
2003-07-20,Cessna 550 Citation II,C-GKAU,Jetair,0,"Montreal-Pierre Elliott Trudeau International Airport, QC (YUL/CYUL)",Minor Damage
2003-07-22,Cessna 525 CitationJet,N996JR,Tango Corp.,0,"Oak Harbor, WA",Substantial
2003-07-22,Boeing 757-251,N504US,Northwest Airlines,0,"Wadsworth, OH",None (No Damage)
2003-07-23,Cessna 551 Citation II/SP,PT-LME,Ãgua Limpa Transportes Ltda,1,"Sorocaba, SP",Write-Off
2003-08-01,Boeing 717-200,N970AT,AirTran Airways,0,"Atlanta, Georgia",Substantial
2003-08-02,Tupolev Tu-154M,RA-85847,Avialinii 400,0,Faro Airport (FAO),Minor Damage
2003-08-02,Antonov An-2TP,D-FONE,Sachsische Luftfahrt Service,0,Welzow,Substantial
2003-08-02,Douglas C-54G-10-DO (DC-4),C-GBSK,Buffalo Airways,0,"Ulu mine strip, NT",Write-Off
2003-08-03,McDonnell Douglas MD-82,N7527A,American Airlines,0,"Charlotte, NC",None (No Damage)
2003-08-04,Learjet 35A,N135PT,Air East Management,2,"Groton, CT",Write-Off
2003-08-06,Airbus A340-311,D-AIGK,Lufthansa,0,"Walnut Ridge, Arkansas",Minor Damage
2003-08-07,McDonnell Douglas MD-81,N814ME,Midwest Airlines,0,"Greeley, CO",None (No Damage)
2003-08-08,Cessna 208B Grand Caravan,YV-1069C,Servicios AÃ©reos Sucre - SASCA,1,Tocomita,Write-Off
2003-08-08,Boeing 737-400,D-....,,0,Alexandria-Borg El Arab Airport (HBE),Substantial
2003-08-11,Boeing 737-228 Adv,LV-ZXP,Aerolineas Argentinas,0,"Buenos Aires-Jorge Newbery Airport, BA (AEP/SABE)",Minor Damage
2003-08-11,Fokker F-28 Fellowship 3000R,PK-GFT,Garuda Indonesia Airways,0,Jakarta-Soekarno-Hatta International Airport (CGK),Substantial
2003-08-12,Beechcraft C-12F Huron (A200CF Super King Air),84-0169,United States Army,2,"11,3 km SW of Pyongtaek-Desiderio AAF",Write-Off
2003-08-13,Let L-410UVP,9XR-JT,Lexus Aviation,0,Rumbek,Write-Off
2003-08-14,Learjet 35A,N403FW,Air America Flight Services,0,CancÃºn Airport (CUN),Substantial
2003-08-14,Boeing 747-433 (M),C-GAGL,Air Canada,0,"Montreal-Pierre Elliott Trudeau International Airport, QC (YUL/CYUL)",Substantial
2003-08-15,Boeing 737-33V,HB-III,easyJet Switzerland,0,over Oyonnax,Substantial
2003-08-16,Canadair CL-215-6B11 (CL-415),I-DPCN,"SOREM, lsf Dipartimento della Protezione Civile Italiana",0,3 km S of Esine,Write-Off
2003-08-16,Beechcraft T-1A Jayhawk,91-0093,United States Air Force - USAF,0,"Biloxi-Keesler AFB, MS (BIX)",Substantial
2003-08-16,Boeing 737-83N,N329TZ,American Trans Air,0,"Wooster, OH",None (No Damage)
2003-08-17,Reims Cessna F406 Caravan II,N6591L,Hageland Aviation Services,2,"50 km SW off Barrow, AK",Write-Off
2003-08-18,Raytheon Beechjet 400A,N51NP,"Executive Beechcraft, Inc.",0,"St. Augustine Airport, FL (UST)",Substantial
2003-08-19,Lockheed L-1011-385-3 TriStar 500,CS-TMP,Air Luxor,0,"Runway 23, London Stansted Airport, Bassingbourn Road, Stansted, Essex",Substantial
2003-08-19,Beechcraft 1900D,N79SK,Skyway Airlines,0,"Muskegon, Michigan",Substantial
2003-08-19,Cessna 208B Grand Caravan,5Y-TWI,Transworld Safaris,0,Old Fangak,Write-Off
2003-08-19,Boeing 737,,Air AlgÃ©rie,0,Oran-es Senia Airport (ORN),None (No Damage)
2003-08-21,Fokker F-27 Friendship 400M,G525 F,Ghana Air Force,0,Accra-Kotoka Airport (ACC),Substantial
2003-08-22,Reims Cessna F406 Caravan II,ZK-VAF,Vincent Aviation,0,"Darwin Airport, NT (DRW)",Substantial
2003-08-24,Let L-410UVP-E3,HH-PRV,Tropical Airways,21,2 km SW of Cap Haitien Airport (CAP),Write-Off
2003-08-26,Beechcraft 1900D,N240CJ,"US Airways Express, opb Colgan Air",2,"5 km S of Hyannis, MA",Write-Off
2003-08-27,Antonov An-2R,LY-KAE,private,0,near MÃ¥lÃ¶ga,Substantial
2003-08-30,Cessna 208B Grand Caravan,N786DM,Isla Nena Air Services,0,near Culebra Airport (CPX),Substantial
2003-09-02,McDonnell Douglas MD-82,N454AA,American Airlines,0,"New York-John F. Kennedy International Airport, NY (JFK/KJFK)",Substantial
2003-09-04,Fokker 100,N1450A,American Airlines,0,"New York-La Guardia Airport, NY (LGA/KLGA)",Substantial
2003-09-04,IRMA/Britten-Norman BN-2A-27 Islander,N630VC,Venagas Construction Corporation,0,near Cayey,Write-Off
2003-09-11,Cessna 208B Grand Caravan,C-FKAB,Wasaya Airways,8,"10 km NW of Summer Beaver, ON",Write-Off
2003-09-12,Beechcraft B200 Super King Air,N600BV,Willis Lease Finance Corporation,10,"ca 1,5 km N off CaniÃ§al, Madeira Island",Write-Off
2003-09-12,McDonnell Douglas DC-9-51,N776NC,Northwest Airlines,0+1,"Norfolk International Airport, VA (ORF/KORF)",Minor Damage
2003-09-14,Let L-410UVP,9XR-AL,ACS Ltd.,0,Lankein,Write-Off
2003-09-17,British Aerospace 3102 Jetstream 31,G-EEST,Eastern Airways,0,Wick Airport (WIC),Write-Off
2003-09-17,British Aerospace 3212 Jetstream 32EP,SE-LNT,European Executive Express,0,LuleÃ¥-Kallax Airport (LLA),Write-Off
2003-09-19,Learjet 25B,N666TW,Ameristar Jet Charter,1,"Del Rio International Airport, TX (DRT)",Write-Off
2003-09-19,Lockheed C-130A Hercules,3603,Fuerza AÃ©rea Mexicana,6,near La Quemada,Write-Off
2003-09-20,British Aerospace BAe-125-700A,N45BP,Star Flite Aviation,3,"24 km NW of Beaumont, TX",Write-Off
2003-09-21,de Havilland Canada DHC-8-202,N455YV,Mesa Airlines,0,"Phoenix-Sky Harbor International Airport, AZ (PHX/KPHX)",Substantial
2003-09-23,Cessna 525 CitationJet CJ1,OE-...,,0,Vienna,Substantial
2003-09-24,Antonov An-12,ST-SAR,Sarit Airlines,0,Wau Airport (WUU),Substantial
2003-09-24,Embraer ERJ-145LU,LX-LGZ,Luxair,0,Luxembourg-Findel Airport (LUX),Substantial
2003-09-25,Grumman HU-16C Albatross,N70258,Corsair Aviation Holdings Inc,2,"5 km NW of Fort Pierce-Saint Lucie County Airport, FL (FPR)",Write-Off
2003-09-27,Embraer EMB-135,N733KR,American Eagle Airlines,0,"New York-La Guardia Airport, NY (LGA/KLGA)",Substantial
2003-10-01,Boeing 747-271C (SCD),4X-ICM,Cargo Air Lines,0,LiÃ¨ge-Bierset Airport (LGG),Substantial
2003-10-02,Douglas DC-3,,Unknown,0,Bocas del Rosario,Write-Off
2003-10-03,Lockheed SP-2H Neptune,N299MA,Minden Air Corporation,2,"East Highlands, CA",Write-Off
2003-10-03,Convair CV-580F,ZK-KFU,Air Freight NZ,2,10 km N off Paraparaumu,Write-Off
2003-10-04,Boeing 737-823,N972AN,American Airlines,0,"Boston, Massachusetts",Substantial
2003-10-07,Boeing 777-222ER,N222UA,United Airlines,0,"San Francisco International Airport, CA (SFO/KSFO)",Substantial
2003-10-07,Embraer EMB-145,,,0,Stuttgart Airport (STR),Substantial
2003-10-07,Embraer EMB-145,,,0,Stuttgart,Substantial
2003-10-09,Antonov An-2TP,RA-01440,Mirny Air Enterprise,0,49 km from Amakinskaya,Substantial
2003-10-11,Antonov An-2TP,YV-1128C,Transmandu,1,near Uriman,Write-Off
2003-10-13,Antonov An-2T,YV-901C,AÃ©reo Transporte La MontaÃ±a,0,near La Paragua,Write-Off
2003-10-14,Cessna 208 Caravan I,5Y-BOY,Air Kenya,0,Nairobi-Wilson Airport (WIL),Substantial
2003-10-16,Airbus A319-112,N764US,US Airways,0,"Tampa, FL",None (No Damage)
2003-10-20,Fokker F-27 Friendship 600,PT-TVA,TAVAJ Linhas AÃ©reas,0,"TarauacÃ¡ Airport, AC (TRQ)",Write-Off
2003-10-22,Boeing 747-281F (SCD),JA8191,Nippon Cargo Airlines,0,Tokyo-Narita Airport (NRT),Substantial
2003-10-26,Fairchild FH-227B,LV-MGV,CATA Linea AÃ©rea,5,"5 km SSE of Buenos Aires/Ezeiza-Ministro Pistarini Airport, BA (EZE)",Write-Off
2003-10-27,British Aerospace BAe-125-800A,XA-ISH,Aeroxtra,3,"2,4 km from Las Potrancas Ranch Airstrip",Write-Off
2003-10-29,Cessna 208B Super Cargomaster,N791FE,"Corporate Air, lsf FedEx",1,"0,5 km SW of Cody-Yellowstone Regional Airport, WY (COD)",Substantial
2003-10-30,Antonov An-28,ER-AJG,"Trans Kasai Air, lsf Tepavia Trans",,"0,8 km from Kamina Airport (KMN)",Write-Off
2003-11-01,Fairchild SA227-BC Metro III,N787KL,Key Lime Air,0,"Rawlins, Wyoming",Substantial
2003-11-01,Boeing 737-522,N956UA,United Airlines,0,"Denver International Airport, CO (DEN/KDEN)",None (No Damage)
2003-11-03,Antonov An-12BP,EK11997,Sarit Airlines,0,Geneina Airport (EGN),Write-Off
2003-11-07,de Havilland Canada DHC-6 Twin Otter 310,VP-FBB,British Antarctic Survey,0,Rothera Research Station,Substantial
2003-11-08,Shorts SC.7 Skyvan 3M-100,8R-GMC,Trans Guyana Airways,2,near Ogle Airport (OGL),Write-Off
2003-11-11,Cessna 560XL,N789CN,West Coast Charters Inc,0,"Wheeling, Illinois",Substantial
2003-11-12,Saab 340B,N442XJ,Mesaba Airlines,0,"Minneapolis, Minnesota",Substantial
2003-11-12,Learjet 24D,N77JL,"Multi-Aero, Inc.",0,"Belleville, IL",Write-Off
2003-11-12,ATR 42-300,G-SSEA,Air Wales,0,50 NM Southeast of Dublin,None (No Damage)
2003-11-13,Cessna 208B,N717BT,"Baltimore Air Transport, Inc./corpjet",0,"Phoenix, Arizona",Substantial
2003-11-14,Boeing 747-422,N178UA,United Airlines,0,"San Francisco International Airport, CA (SFO)",Substantial
2003-11-17,Antonov An-12BP,ST-SAA,Sarit Airlines,13,6 km from Wau,Write-Off
2003-11-18,Swearingen SA226-TC Metro II,N332BA,Key Lime Air,0,"Grand Junction-Walker Field, CO (GJT)",Substantial
2003-11-18,Cessna 550 Citation II,N418MA,Haalo Ltd.,0,"Mineral Wells Airport, TX (MWL)",Write-Off
2003-11-21,Hawker Siddeley HS-125-403B,D2-EXR,Intertransit,0,Luanda-4 de Fevereiro Airport (LAD),Substantial
2003-11-21,Douglas C-47A-1-DK (DC-3),ZS-BXF,SAA Historic Flight,0,"3,7 km E of Lanseria Airport (HLA)",Substantial
2003-11-22,Airbus A300B4-203 (F),OO-DLL,European Air Transport,0,near Baghdad International Airport (BGW),Substantial
2003-11-24,Beechcraft 1900C,N112AX,Alaska Central Express,0,"Juneau, Alaska",Substantial
2003-11-28,Boeing 747-287B,LV-OOZ,Aerolineas Argentinas,0,"Buenos Aires/Ezeiza Airport, BA (SAEZ)",Minor Damage
2003-11-29,Boeing 747-258C,ZS-OOS,Hydro Air Cargo,0,Lagos-Murtala Muhammed Airport (LOS),Write-Off
2003-11-29,Swearingen SA227-AT Merlin IVC,N439AF,Ameriflight,1,"5,5 km E of Spokane-Felts Field, WA (SFF)",Write-Off
2003-11-29,Antonov An-26,9T-TAD,Force AÃ©rienne Congolaise,20+13,Boende Airport (BNB),Write-Off
2003-12-01,Let L-410UVP-E,5N-BFL,Millenium Air,0,Kano-Aminu Kano International Airport (KAN),Write-Off
2003-12-02,Canadair CRJ-100ER,N916CA,"Delta Connection, opb Comair",0,"New York-John F. Kennedy International Airport, NY (JFK/KJFK)",Substantial
2003-12-03,Swearingen SA226-TC Metro II,N60U,Key Lime Air,0,"Denver International Airport, CO (DEN)",Write-Off
2003-12-04,Cessna 525 CitationJet CJ1,N15C,Private,0,"San Diego, California",Substantial
2003-12-04,Beechcraft B200 Super King Air,N85BK,Southeastern Air Charter,2,"1,6 km S of Atlanta-Newnan Coweta County Airport, GA",Write-Off
2003-12-04,Dornier 228-202,LN-HTA,Kato Air,0,BodÃ¸ Airport (BOO),Write-Off
2003-12-07,Fokker F-28 Fellowship 4000,5Y-NNN,East African Safari Air,0,Lokichoggio Airport (LKG),Write-Off
2003-12-09,McDonnell Douglas C-17A Globemaster III,98-0057,United States Air Force - USAF,0,near Baghdad International Airport (SDA),Substantial
2003-12-12,IRMA/Britten-Norman BN-2A-21 Islander,RP-C868,Chemtrad Aviation,3,"Barangay Dinapnat, Divilacan town, Isabela",Write-Off
2003-12-13,Boeing 737-2A9,OB-1544-P,Aero Continente,0,Lima-J Chavez International Airport (LIM),Write-Off
2003-12-14,Canadair CRJ-200LR,N445AW,"Air Wisconsin, opf AirTran JetConnect",0,"Miami International Airport, FL (MIA/KMIA)",Substantial
2003-12-16,Beechcraft 99 Airliner,N399CZ,Freight Runners Express,0,"Wausau-Central Wisconsin Airport, WI (CWA)",Write-Off
2003-12-16,de Havilland Canada DHC-3T/M601 Turbine Otter,C-GOFF,Huron Air,2,"near Jellicoe, ON",Write-Off
2003-12-17,CASA CN-235M-200,F-RAIA,L'ArmÃ©e de L'Air,7,near Suc-et-Sentenac,Write-Off
2003-12-18,McDonnell Douglas DC-9-15F,HK-4246X,LÃ­neas AÃ©reas Suramericanas,3,135 km NE of MitÃº,Write-Off
2003-12-18,McDonnell Douglas MD-10-10F,N364FE,FedEx Express,0,"Memphis International Airport, TN (MEM)",Write-Off
2003-12-19,Boeing 737-3Y0,TR-LFZ,Air Gabon,0,Libreville Airport (LBV),Write-Off
2003-12-20,Cessna 208B Super Cargomaster,N9469B,Martinaire,0,"Cincinnati/Northern Kentucky Airport, KY (CVG)",Substantial
2003-12-20,Boeing 737-76N,PR-GOO,Gol Linhas AÃ©reas,0,"Navegantes Airport, SC (NVT)",Substantial
2003-12-22,Boeing 737-73V,G-EZJM,easyJet,0,Amsterdam-Schiphol Airport (AMS),Substantial
2003-12-22,Boeing 737-329,D-ADIE,DBA,0,en route,None (No Damage)
2003-12-23,Learjet 24B,N600XJ,Pavair,2,"5 km SE of Helendale, CA",Write-Off
2003-12-25,Boeing 727-223,3X-GDO,Union des Transports Africains de GuinÃ©e,141,Cotonou Airport (COO),Write-Off
2003-12-27,Cessna 208B Grand Caravan,7Q-YKU,Air Malawi,0+1,Mzuzu Airport (ZZU),Substantial
2003-12-30,Douglas DC-3C,N781T,Tol Air Services,0,Saint Thomas-Cyril E. King Airport (STT),Substantial
2004-01-01,Beechcraft A100 King Air,C-GFKS,Thunder Airlines,0.0,"Terrace Bay Airport, ON (YTJ)",Substantial
2004-01-01,McDonnell Douglas DC-9-81 (MD-81),JA8297,Japan Air System,0.0,Tokunoshima Airport (TKN),Substantial
2004-01-03,Boeing 737-3Q8,SU-ZCF,Flash Airlines,148.0,15 km S off Sharm el Sheikh,Write-Off
2004-01-05,de Havilland Canada DHC-6 Twin Otter 300,P2-KSG,Regional Air,0.0,Sturt Island,Substantial
2004-01-05,Fokker 70,OE-LFO,Austrian Airlines,0.0,"4,5 km from MÃ¼nchen-Franz Josef Strauss Airport (MUC)",Substantial
2004-01-08,Lockheed C-5B Galaxy,85-0010,United States Air Force - USAF,0.0,near Baghdad International Airport (SDA),Substantial
2004-01-12,Cessna 550 Citation II,PH-DYN,Dynamic Air,0.0,Rotterdam Airport (RTM/EHRD),Substantial
2004-01-13,Yakovlev Yak-40,UK-87985,Uzbekistan Airways,37.0,Tashkent Airport (TAS),Write-Off
2004-01-15,Boeing 747SP-86,EP-IAC,Iran Air,0.0,Beijing-Capital Airport (PEK),Substantial
2004-01-17,Cessna 208B Grand Caravan,C-FAGA,Georgian Express,10.0,"3 km NW off Pelee Island, ON",Write-Off
2004-01-19,de Havilland Canada DHC-6 Twin Otter 300,PK-WAX,Air Regional,0.0,Mulia Airport (LII),Substantial
2004-01-20,Swearingen SA227-AC Metro III,I-BSTI,ItAli Airlines,0.0,Roma-Fiumicino Airport (FCO),Substantial
2004-01-21,Dassault Falcon 20C,N200JE,Jet Express,0.0,"Pueblo Memorial Airport, CO (PUB)",Substantial
2004-01-25,Boeing 767-33AER,I-DEIB,Alitalia,0.0,Dakar-LÃ©opold SÃ©dar Senghor International Airport (DKR),Substantial
2004-01-25,Boeing 747-444,ZS-SAX,South African Airways - SAA,0.0,Dakar-LÃ©opold SÃ©dar Senghor International Airport (DKR),Substantial
2004-01-27,Ilyushin Il-18D,ER-ICJ,Renan,0.0,Luena Airport (LUO),Write-Off
2004-01-28,Beechcraft 1900D,7T-VIN,Tassili Airlines,1.0,5 km S of GhardaÃ¯a-NoumÃ©rat Airport (GHA),Write-Off
2004-01-30,Learjet 35A,N39WA,Tri-Coastal Air,0.0,"Akron/Canton Regional Airport, OH (CAK/KCAK)",Substantial
2004-01-31,Swearingen SA226-TC Metro II,EC-HCU,Medit Air Vuelos Mediterraneo,0.0,Reus Airport (REU),Substantial
2004-02-01,Saab 340A,N158SD,Shuttle America,0.0,"Pittsburgh International Airport, PA (PIT/KPIT)",Substantial
2004-02-04,Ilyushin Il-18D,EX-005,"ExpoAir, lsf Phoenix Aviation",0.0,Colombo-Bandaranaike International Airport (CMB/VCBI),Substantial
2004-02-04,Boeing 737-229C,TJ-AIO,Cameroon Airlines,0.0,Cotonou Airport (COO),Substantial
2004-02-08,Cessna 208 Caravan I,VH-CYC,Cape York Airlines,0.0,"off Green Island, QLD",Write-Off
2004-02-09,Dassault Falcon 900EX,VP-BMS,Private,0.0,London-Luton Airport (LTN/EGGW),Substantial
2004-02-10,Cessna 208B Grand Caravan,N1276P,Grant Aviation,0.0,"Toksook Bay Airport, AK (OOK)",Substantial
2004-02-10,Fokker 50,EP-LCA,Kish Air,43.0,3 km NW of Sharjah Airport (SHJ),Write-Off
2004-02-12,British Aerospace 3109 Jetstream 31,OY-MUE,Sun-Air of Scandinavia,0.0,Aarhus-Tirstrup Airport (AAR),Substantial
2004-02-14,de Havilland Canada DHC-3T Vazar Turbine Otter,C-GOFB,Watson's Skyways,0.0,"Attawapiskat River, ON",Minor Damage
2004-02-20,Learjet 25B,N24RZ,Skylinks Jets,0.0,"Fort Lauderdale-Executive Airport, FL (FXE)",Substantial
2004-02-20,McDonnell Douglas DC-9-81 (MD-81),LV-WPY,Austral Lineas AÃ©reas,0.0,"Buenos Aires/Ezeiza-Ministro Pistarini Airport, BA (EZE)",Minor Damage
2004-02-21,Boeing 737-59D,G-BVKC,bmibaby,0.0,Cardiff-Wales Airport (CWL),Substantial
2004-02-24,Saab 340B,N420XJ,Mesaba Airlines,0.0,"Detroit-Metropolitan Wayne County Airport, MI (DTW/KDTW)",Substantial
2004-02-24,Cessna 500 Citation I,OE-FAN,City-jet Luftfahrtgesellschaft,6.0,33 km E of Cagliari-Elmas Airport (CAG),Write-Off
2004-02-25,Boeing 737-210C,C-GNWN,First Air,0.0,"Edmonton International Airport, AB (YEG)",Minor Damage
2004-02-26,Boeing 747-341,TF-ATJ,"Iberia, lsf Air Atlanta Icelandic",0.0,over Atlantic Ocean,None (No Damage)
2004-02-26,Beechcraft 200 Super King Air,Z3-BAB,Macedonian Government,9.0,10 km SSE of Mostar Airport (OMO),Write-Off
2004-03-01,Airbus A300B4-203,AP-BBA,Pakistan International Airlines - PIA,0.0,Jeddah-King Abdulaziz International Airport (JED),Write-Off
2004-03-01,Boeing 757-222,N516UA,United Airlines,0.0,"Janesville, WI",None (No Damage)
2004-03-03,de Havilland Canada DHC-6 Twin Otter 300,N702PV,"FedEx Express, opb Corporate Air",0.0,Subic Bay International Airport (SFS),Substantial
2004-03-04,Ilyushin Il-76MD,UR-ZVA,Azov-Avia Airlines,3.0,near Baku Airport (BAK),Write-Off
2004-03-05,Dornier Do 28D-2 Skyservant,HC-CBK,Aeropacifico,0.0,23 km S of Guayaquil-Simon Bolivar Airport (GYE),Write-Off
2004-03-05,Lockheed C-130H Hercules,L8-2/23,Royal Thai Air Force - RTAF,0.0,Hat Yai Airport (HDY),Substantial
2004-03-06,Ilyushin Il-18D,CU-T1532,Aerocaribbean,0.0,HolguÃ­n-Frank Pais Airport (HOG),Write-Off
2004-03-07,Cessna 208B Grand Caravan,XA-TBJ,Lynx Servicios AÃ©reos,0.0,near Celaya,Substantial
2004-03-08,Canadair CL-215-6B11 (CL-415),F-ZBEZ,SecuritÃ© Civile,2.0,Lac Sainte Croix,Write-Off
2004-03-10,Cessna UC-35D Citation Encore,165938,United States Marine Corps,4.0,"2 km E of San Diego-Miramar NAS, CA (NKX)",Write-Off
2004-03-14,Cessna 525 CitationJet CJ1,D-IMMM,WDL Aviation,0.0,Florence-Peretola Airport (FLR),Substantial
2004-03-15,Beechcraft 1900D,N155ZV,US Airways Express,0.0,"Manhattan, KS",Substantial
2004-03-16,Beechcraft 1900C,N27RA,United States Air Force - USAF,5.0,"11 km SE of Tonopah-Test Range Airport, NV (XSD)",Write-Off
2004-03-17,Cessna 208B Grand Caravan,5H-MUA,Regional Air Services,0.0,near Mto wa Mbu,Write-Off
