acc. date,type,reg.,operator,fat.,location,Unnamed: 6,dmg,Unnamed: 8,Unnamed: 9
25 Dec 2016,ATR 72-600 (72-212A),PK-WGW,Wings Air,0,Semarang-Achmad Yani Airport (SRG),,sub,,
25 Dec 2016,Tupolev Tu-154B-2,RA-85572,Russian Air Force,92,"1,6 km SW off Adler",,w/o,,
26 Dec 2016,Avro RJ100,SE-DST,BRA - Braathens Regional Airlines,0,KÃ¸benhavn-Kastrup Airport (CPH),,sub,,
26 Dec 2016,Airbus A340-313,OY-KBC,Scandinavian Airlines System - SAS,0,KÃ¸benhavn-Kastrup Airport (CPH),,min,,
27 Dec 2016,Cessna 208B Grand Caravan,C-GHLI,W M K Holdings Ltd,0,"0,5 km SW of Fort McMurray Airport, AB (YMM)",,sub,,
27 Dec 2016,Boeing 737-85R (WL),VT-JBG,Jet Airways,0,Goa-Dabolim Airport (GOI),,sub,,
29 Dec 2016,Beechcraft A100 King Air,C-FXAJ,Wabusk Air,0,"Moosonee Airport, ON (YMO)",,sub,,
29 Dec 2016,Cessna 525C Citation CJ4,N614SB,Superior Beverage Group,6,"3 km N off Cleveland-Burke Lakefront Airport, OH (BKL)",,w/o,,
29 Dec 2016,de Havilland Canada DHC-6 Twin Otter 300,PK-HVN,Dimonim Air,0,Ternate-Babullah Airport (TTE/WAMT),,sub,,
unk. date 2016,Cessna 500 Citation I,N628BS,Chippewa Aerospace Inc.,0,unknown,,w/o,,
2 Jan 2017,Airbus A320-216,HS-ABB,Thai Air Asia,0,Khon Kaen Airport (KKC/VTUK),,sub,,
2 Jan 2017,Hawker 800XP,N910JD,Pinnacle Air Charter,0,"Scottsdale Airport, AZ (SCF)",,sub,,
2 Jan 2017,Let L-410UVP,9Q-CZR,Doren Air Congo,0,Shabunda Airport (FZMW),,sub,,
2 Jan 2017,Reims Cessna F406 Caravan II,5H-WOW,Air Excel,0,Sasakwa Airstrip,,sub,,
3 Jan 2017,Boeing 777-228ER,F-GSPP,Air France,0,"TorontoâLester B. Pearson International Airport, Ontario (YYZ)",,sub,,
3 Jan 2017,Boeing 777-240LR,AP-BGY,Pakistan International Airlines - PIA,0,"TorontoâLester B. Pearson International Airport, Ontario (YYZ)",,sub,,
7 Jan 2017,Bombardier CL-600-2B16 Challenger 604,D-AMSC,MHS Aviation,0,"1230 km SSE of Muscat, Oman",,sub,,
11 Jan 2017,Cessna 560 Citation Encore,LN-IDB,Hesnes Air,0,S of Oslo-Gardermoen Airport (OSL/ENGM),,sub,,
13 Jan 2017,Beechcraft B200 Super King Air,N795DE,Optimal Aviation Services,0,"Five Point-Agro-West Airport, CA",,sub,,
14 Jan 2017,Boeing 737-8AS (WL),EI-EBW,Ryanair,0,On descent to Manchester Airport,,non,,
16 Jan 2017,Cessna 525C Citation CJ4,N525PZ,Zeliff Aviation LLC,0,"Howell-Livingston County Spencer J. Hardy Airport, MI (KOZW)",,w/o,,
16 Jan 2017,Boeing 747-412F,TC-MCL,"ACT Airlines, opf Turkish Cargo",4+35,1 km W of Bishkek-Manas International Airport (FRU),,w/o,,
19 Jan 2017,Beechcraft 99A Airliner,N326CA,Alpine Aviation,0,"Billings-Logan International Airport, MT (BIL)",,sub,,
23 Jan 2017,Beechcraft C99 Commuter,N216CS,Alpine Aviation,0,"Durango-La Plata Airport, CO (DRO)",,sub,,
23 Jan 2017,Beechcraft 300 Super King Air,N385KA,KAAZ LLC,2,"Tucson International Airport, AZ (TUS)",,w/o,,
26 Jan 2017,Grumman G-73 Mallard,VH-CQA,private,2,"Swan River, Perth, WA",,w/o,,
27 Jan 2017,Beechcraft 200T Super King Air,N60RA,Eastern Air Express,0,"West Palm Beach International Airport, FL (PBI)",,sub,,
28 Jan 2017,Boeing 737-476 (SF),HK-5197,AerCaribe Cargo,0,Leticia-Alfredo VÃ¡squez Cobo Airport (LET),,sub,,
7 Feb 2017,Saab 340A,C6-HBW,Western Air,0,Freeport-Grand Bahama International Airport (FPO),,sub,,
9 Feb 2017,Beechcraft 1900D,C-FNWH,North-Wright Airways,0,"Tulita Airport, NT (ZFN)",,min,,
9 Feb 2017,CASA C-212 Aviocar 300,OC2,Botswana Defence Force Air Wing,3,4 km from Thebephatshwa Air Base,,w/o,,
9 Feb 2017,Cessna 208B Supervan 900,D-FSRT,Paranodon Fallschirmsport Illertissen,0,Illertissen Airfield (EDMI),,sub,,
9 Feb 2017,British Aerospace BAe-125-800B,PT-OTC,LÃ­der TÃ¡xi AÃ©reo,0,"SÃ£o Paulo-Guarulhos International Airport, SP (GRU)",,sub,,
11 Feb 2017,Boeing 737-76N,N7822A,Southwest Airlines,0,"Phoenix-Sky Harbor International Airport, AZ (PHX/KPHX)",,non,,
13 Feb 2017,de Havilland Canada DHC-8-311,N838CA,CommutAir,0,"50 miles S of Washington, DC",,non,,
14 Feb 2017,Beechcraft B200 Super King Air,N313HS,Grant Aviation,0,"Unalaska Airport, AK (DUT)",,sub,,
15 Feb 2017,Canadair CL-600-2C10 Regional Jet CRJ-701ER,N709PS,"PSA Airlines, opf American Eagle",0,"Charlotte-Douglas International Airport, NC (CLT/KCLT)",,sub,,
20 Feb 2017,Beechcraft 200 Super King Air,,Unknown,0,S of Lago de Maracaibo,,w/o,,
21 Feb 2017,Beechcraft B200 King Air,VH-ZCR,Corporate and Leisure Charters,5,"0,3 km SE of Melbourne-Essendon Airport, VIC (MEB/YMEN)",,w/o,,
23 Feb 2017,Let L-410UVP-E,OK-LAZ,"Citywing, opb Van Air Europe",0,Isle Of Man-Ronaldsway Airport (IOM),,non,,
23 Feb 2017,de Havilland Canada DHC-8-402Q Dash 8,G-JECP,Flybe,0,Amsterdam-Schiphol International Airport (AMS/EHAM),,sub,,
25 Feb 2017,Raytheon 390 Premier IA,OM-TAA,Tatra Jet,0,Salzburg-W. A. Mozart Airport (SZG),,sub,,
28 Feb 2017,Boeing 767-33AER,N351AX,Omni Air International,0,Azraq-Muwaffaq Salti Air Base,,sub,,
28 Feb 2017,Beechcraft B200 Super King Air,YVO173,SATA-Serv. Coord. de Transp. AÃ©reo del Ejecutivo Nac'l,0,Caracas/La Carlota-Gen. Francisco de Miranda Air Base (SVFM),,sub,,
3 Mar 2017,Cessna 208B Super Cargomaster,C-FEXY,Morningstar Air Express,0,"Sudbury Airport, ON (YSB)",,sub,,
3 Mar 2017,Beechcraft 1900C,C-GSKM,SkyLink Express,0,"Sudbury Airport, ON (YSB)",,sub,,
3 Mar 2017,Airbus A320-214,G-EZTV,easyJet,0,Manchester Airport (MAN),,sub,,
6 Mar 2017,Airbus A319-114,N369NB,Delta Air Lines,0,"Los Angeles International Airport, CA (LAX/KLAX)",,non,,
8 Mar 2017,Bombardier BD-700-1A10 Global Express,C-FLGZ,Jetport Inc.,0,"Hamilton Airport, ON (YHM)",,sub,,
8 Mar 2017,McDonnell Douglas MD-83,N786TW,Ameristar Jet Charter,0,"Detroit-Willow Run Airport, MI (YIP)",,sub,,
9 Mar 2017,Mcdonnell Douglas MD-83,N9615W,American Airlines,0,"Dallas-Fort Worth (DFW), TX",,min,,
10 Mar 2017,de Havilland Canada DHC-6 Twin Otter 200,C-GQOQ,Osprey Wings,0,"Yalowega Lake, SK",,sub,,
11 Mar 2017,Cessna 208B Grand Caravan,N865MA,Makani Kai Air,0,"Kalaupapa Airport, HI (LUP)",,sub,,
13 Mar 2017,Boeing 737-838,VH-VZZ,Qantas,0,"near Canberra, ACT",,non,,
14 Mar 2017,ATR 72-600 (72-212A),C6-BFQ,Bahamasair,0,Nassau-Lynden Pindling International Airport (NAS),,sub,,
17 Mar 2017,Basler BT-67 Turbo 67 (DC-3T),C-FKGL,"North Star Air, opb Private Air",0,"1,3 km from Pickle Lake Airport, ON (YPL)",,sub,,
20 Mar 2017,ATR 42-500,PR-TTH,TOTAL Linhas AÃ©reas,0,"Coari-Urucu Airport, AM (SWUY)",,sub,,
20 Mar 2017,Swearingen SA226-TC Metro II,N158WA,Western Air Express,0,"Boise Air Terminal, ID (BOI/KBOI)",,sub,,
20 Mar 2017,Antonov An-26B,S9-TLZ,South Supreme Airlines,0,Wau Airport (WUU),,w/o,,
24 Mar 2017,Cessna 550 Citation II,N551BC,Boulder Capital Inc.,0,"near Salt Lake City International Airport, UT (SLC)",,sub,,
24 Mar 2017,Cessna 500 Citation I Sierra Eagle,N8DX,Shelter Charter Services,1,"Marietta, GA",,w/o,,
27 Mar 2017,Boeing 737-4Q8,EP-TBJ,Taban Air,0,Ardabil Airport (ADU),,sub,,
27 Mar 2017,IRMA/Britten-Norman BN-2A-3 Islander,C9-AOV,ETA Air Charter,6,ca 23 km SE of Mutare Airport (UTA),,w/o,,
28 Mar 2017,Boeing 737-3M8,OB-2036-P,Peruvian Airlines,0,Jauja-Francisco CarlÃ© Airport (JAU),,w/o,,
30 Mar 2017,Antonov An-2T,YV1638,Transmandu,0,La Paragua,,w/o,,
1 Apr 2017,Let L-410UVP-E9,5X-EIV,Eagle Air,0,Yei Airport (HSYE),,sub,,
2 Apr 2017,Airbus A319-114,C-GBHN,Air Canada Jetz,0,"Tampa International Airport, FL (TPA)",,sub,,
10 Apr 2017,Cessna 208B Grand Caravan,PT-MEA,Two TÃ¡xi AÃ©reo,0,"1,8 km N of PoÃ§os de Caldas Airport, MG (POO)",,sub,,
10 Apr 2017,Boeing 757-21B,G-LSAI,Jet2,0,Alicante Airport (ALC/LEAL),,sub,,
11 Apr 2017,Gulfstream G450,N667HS,H&S Air LLC,0,Salzburg-W. A. Mozart Airport (SZG),,sub,,
12 Apr 2017,Britten-Norman BN-2A-26 Islander,8R-GAR,Air Services Limited - ASL,0,Kopinang Airfield (SYKO),,sub,,
12 Apr 2017,Cessna 208 Caravan I,PK-FSO,Spirit Avia Sentosa,1,13 km N of Oksibil Airport (OKL),,w/o,,
13 Apr 2017,Viking Air DHC-6 Twin Otter 400,B-55571,Daily Air,0,Orchid Island Airport (KYD),,sub,,
14 Apr 2017,Embraer ERJ-190AR (ERJ-190-100 IGW),N373JB,Jetblue Airways,0,"Orlando, Florida",,non,,
14 Apr 2017,Beechcraft B200 King Air,N481HC,"IHC Health Services, Inc.",0,"Richfield Municipal Airport, UT (KRIF)",,sub,,
19 Apr 2017,Airbus A320-232,HS-TXB,Thai Smile,0,Bangkok-Suvarnabhumi International Airport (BKK/VTBS),,sub,,
24 Apr 2017,Beechcraft 99A Airliner,N899CZ,Freight Runners Express,0,"Waukesha Airport, WI (UES)",,sub,,
29 Apr 2017,Antonov An-26,CU-T1406,"Aerogaviota, opf Fuerza AÃ©rea Revolucionaria",8,"6,5 km N of San Cristobal",,w/o,,
30 Apr 2017,Boeing 737-7M2 (WL),D2-TBF,TAAG Angola Airlines,0,Soyo Airport (SZA),,sub,,
1 May 2017,Cessna 208B Grand Caravan,N803TH,Grant Aviation,1,"Chignik, AK",,w/o,,
1 May 2017,Cessna 208B Grand Caravan,EJC-1130,EjÃ©rcito Nacional de Colombia,8,near FacatativÃ¡,,w/o,,
2 May 2017,Airbus A320-232,N595JB,Jetblue Airways,0,"Boston, MA",,non,,
3 May 2017,Airbus A330-343,9M-XXS,AirAsia X,0,near Vietnam,,non,,
5 May 2017,Shorts 330-200,N334AC,Air Cargo Carriers,2,"Charleston-Yeager Airport, WV (CRW)",,w/o,,
15 May 2017,Learjet 35A,N452DA,"A&C Big Sky Aviation LLC, opb Trans-Pacific Jets",2,"1 km S of Teterboro Airport, NJ (TEB/KTEB)",,w/o,,
15 May 2017,Beechcraft LR-2 (B300 King Air 350),23057,Japan Ground Self-Defense Force,4,"Assabu, Hokkaido Island",,w/o,,
17 May 2017,Learjet 25B,XA-VMC,Aerotransportes Huitzilin,2,"ca 0,5 km E of Toluca International Airport (TLC)",,w/o,,
18 May 2017,Cessna 525A Citation Jet CJ2+,N525DT,Cleevewood Holdings Inc Trustee,0,Gloucestershire Airport (GLO/EGBJ),,min,,
20 May 2017,Boeing 757-232,N633DL,Delta Air Lines,0,"Raleigh/Durham Airport, NC (RDU/KRDU)",,sub,,
21 May 2017,Airbus A319-132,N512NK,Spirit Airlines,0,"South Toledo Bend, Texas",,non,,
22 May 2017,Cessna 208B Supervan 900,N754KP,Alaska Seaplanes,0,"near Skagway, AK",,sub,,
24 May 2017,Cessna 208 Supervan 900,N1265U,Alaska Seaplanes,0,"Elfin Cove Seaplane Base, AK (ELV)",,sub,,
24 May 2017,de Havilland Canada DHC-6 Twin Otter 300,N708PV,Perris Valley Aviation,0,"Perris Valley Airport, CA",,sub,,
26 May 2017,ATR 72-600 (72-212A),EI-FAT,"Aer Lingus Regional, opb Stobart Air",0,Cork Airport (ORK/EICK),,non,,
27 May 2017,Boeing 777-233LR,C-FIUA,Air Canada,0,"Vancouver International Airport, BC (YVR/CYVR)",,sub,,
27 May 2017,Boeing 787-9 Dreamliner,C-FRSI,Air Canada,0,"Vancouver International Airport, BC (YVR/CYVR)",,sub,,
27 May 2017,de Havilland Canada DHC-6 Twin Otter 300,8Q-TMV,Trans Maldivian Airways,0,MalÃ©-Velana International Airport (MLE),,sub,,
27 May 2017,Let L-410UVP-E20,9N-AKY,Summit Air,2,Lukla-Tenzing-Hillary Airport (LUA),,w/o,,
30 May 2017,Cessna 208B Grand Caravan,PK-MPS,Mission Aviation Fellowship - MAF,0,Ilaga Airport (ILA),,sub,,
30 May 2017,Dornier 328JET-310,N330BG,Heidi Aviation,0,Mogadishu Aden Adde International Airport (MGQ),,sub,,
30 May 2017,Antonov An-26,RF-36160,Russian Air Force,1,Balashov Airfield,,w/o,,
30 May 2017,PZL-Mielec M28 Skytruck,NA-048,Nepal Army Air Wing,1,Bajura Airport (BJU),,w/o,,
31 May 2017,Beechcraft B300 King Air 350i,PK-CAQ,Balai Kalibrasi Fasilitas Penerbangan,0,Ambon-Pattimura Airport (AMQ),,sub,,
31 May 2017,Boeing 737-33A,PK-CJC,Sriwijaya Air,0,Manokwari-Rendani Airport (MKW),,sub,,
2 Jun 2017,Antonov TVS-2MS,RA-2099G,SibNIA,0,Ulan Bator-Chinggis Khaan International Airport (ULN),,sub,,
2 Jun 2017,Fairchild SA227-AC Metro III,XA-UAJ,Aeronaves TSM,0,"0,8 km SE of Tampico-Gen F Javier Mina Airport (TAM)",,sub,,
3 Jun 2017,Fokker F-27 Friendship 600,5Y-FMM,"Safari Express Airways, opf UN World Food Programme",0,Garbaharey Airport (GBM),,sub,,
7 Jun 2017,Learjet 35A,PT-LHT,Sete TÃ¡xi AÃ©reo,0,"CarajÃ¡s Airport, PA (CKS/SBCJ)",,sub,,
7 Jun 2017,Shaanxi Y-8F-200W,5820,Tatmadaw Lei (Myanmar Air Force),122,off Dawei,,w/o,,
11 Jun 2017,Antonov An-32B,HK-4833,AerCaribe Cargo,0,TarapacÃ¡ Airport (TCD),,sub,,
14 Jun 2017,Beechcraft 200 Super King Air,TZ-DDG,Malian AÃ©ro Company,0,Bamako Airport (BKO),,sub,,
17 Jun 2017,de Havilland Canada DHC-6 Twin Otter 300,D2-EVA,SJL AeronÃ¡utica,0,Nancova Airstrip,,sub,,
23 Jun 2017,Airbus A321-211 (WL),N315DN,Delta Air Lines,0,"Atlanta Hartsfield-Jackson International Airport, GA (ATL/KATL)",,sub,,
24 Jun 2017,Airbus A320-232,4X-ABG,Israir,1,Tel Aviv-Ben Gurion International Airport (TLV/LLBG),,non,,
27 Jun 2017,Antonov An-2R,UR-19717,Kharkiv Aeroclub,0,10 km E of Kiliya,,w/o,,
30 Jun 2017,Canadair CL-600-2B19 Regional Jet CRJ-200ER,N862AS,"SkyWest Airlines, opf American Eagle",0,"Chicago-O'Hare International Airport, IL (ORD/KORD)",,unk,,
30 Jun 2017,Airbus A321-231 (WL),N991AU,American Airlines,0,"Chicago-O'Hare International Airport, IL (ORD/KORD)",,unk,,
1 Jul 2017,Boeing 787-9 Dreamliner,N29968,United Airlines,0,64 km SW of Fukushima Airport (FKS/RJSF),,non,,
2 Jul 2017,Canadair CL-600-2C10 Regional Jet CRJ-701ER,N796SK,"United Express, opb SkyWest Airlines",0,"Denver International Airport, CO (DEN/KDEN)",,sub,,
3 Jul 2017,Cessna 208B Super Cargomaster,N9714B,Martinaire,0,"near Alpine-Casparis Municipal Airport, TX",,sub,,
4 Jul 2017,Gulfstream Aerospace G-1159A Gulfstream III,YV2896,SATA-Serv. Coord. de Transp. AÃ©reo del Ejecutivo Nac'l,9,50 km WNW off Macanao,,w/o,,
10 Jul 2017,Lockheed KC-130T Hercules,165000,United States Marine Corps,16,"11 km WSW of Itta Bena, MS",,w/o,,
17 Jul 2017,Beechcraft B200 King Air,LV-ZTV,Aero Baires,0,"San Carlos de Bariloche International Airport, RN (BRC)",,sub,,
18 Jul 2017,Boeing 737-301 (SF),PK-YGG,Tri-MG Intra Asia Airlines,0,Wamena Airport (WMX),,w/o,,
19 Jul 2017,Embraer ERJ-170-200LR,N427YX,"Republic Airlines, opf American Eagle",0,"Minneapolis, Minnesota",,non,,
20 Jul 2017,de Havilland Canada DHC-8-106,C-FDWO,Air Creebec,0,74 km N of Val-d'Or,,sub,,
21 Jul 2017,Cessna 208 Caravan I,N802TW,Tailwind Air Service,0,"Lower East River, New York, NY",,sub,,
22 Jul 2017,Cessna 208B Grand Caravan,PK-RSD,Enggang Air Service,0,Sinak Airport (NKD),,sub,,
25 Jul 2017,PADC/Pilatus Britten-Norman BN-2A-26 Islander,8R-GRA,Roraima Airways,1,"0,25 km from Eteringbang Airport (SYET)",,w/o,,
26 Jul 2017,Raytheon Hawker 850XP,TC-MAN,Genel Havacilik,0,Mikonos Airport (JMK),,min,,
27 Jul 2017,Antonov An-2R,RA-40908,Aviation Technical Center Virazh,0,"1,7 km N of Poltavskaya, Krasnoarmeysky district",,sub,,
29 Jul 2017,Antonov An-74TK-100,UR-CKC,Cavok Air,0,SÃ£o TomÃ© Island Airport (TMS/FPST),,w/o,,
1 Aug 2017,Boeing 777-212ER,9V-SQN,Singapore Airlines,0,en route Singapore-Bangkok,,non,,
3 Aug 2017,Boeing 737-9GPER (WL),PK-LJZ,Lion Air,0,Medan-Kualanamu International Airport (KNO),,sub,,
3 Aug 2017,ATR 72-500 (72-212A),PK-WFF,Wings Air,0,Medan-Kualanamu International Airport (KNO),,sub,,
4 Aug 2017,de Havilland Canada DHC-8-202Q Dash 8,P2-ANK,LinkPNG,0,72 km NW of Port Moresby,,min,,
4 Aug 2017,Cessna 208B Grand Caravan,N9829B,Kapowsin Air Sports,0,"Mulino State Airport, OR",,sub,,
5 Aug 2017,Airbus A330-323,N276AY,American Airlines,0,"East Hampton, New York",,non,,
5 Aug 2017,Lockheed P2V-5F Neptune,N410NA,"Neptune Aviation Services, opf U.S. Forest Service",0,"near Pocatello Airport, ID (PIH)",,sub,,
15 Aug 2017,Boeing 737-832 (WL),N377DA,Delta Air Lines,0,"New York-John F. Kennedy International Airport, NY (JFK)",,min,,
15 Aug 2017,Boeing 757-223 (WL),N175AN,American Airlines,0,"New York-John F. Kennedy International Airport, NY (JFK)",,sub,,
15 Aug 2017,Viking Air DHC-6 Twin Otter 400,306,Fuerza AÃ©rea del Peru - FAP,0,Iquitos-Coronel FAP Secada Vignetta International Airport (IQT),,sub,,
16 Aug 2017,Cessna 208B Grand Caravan,G-CPSS,Army Parachute Association,0,Netheravon Airport (EGDN),,sub,,
16 Aug 2017,Let L-410UVP-E3,FAH-322,Fuerza AÃ©rea HondureÃ±a,1,Comayagua-Palmerola Air Base (XPL),,w/o,,
19 Aug 2017,Learjet 25D,YV3191,Aeroquest,5,"2,5 km N off NaiguatÃ¡",,w/o,,
22 Aug 2017,Bombardier CRJ-701ER,N745SK,"SkyWest Airlines, opf American Eagle",0,"McKellar, Tennessee",,non,,
23 Aug 2017,Harbin Y-12-II,B-3817,Shanxi Success General Aviation,0,Zhuhai Jinwan Airport (ZUH),,sub,,
25 Aug 2017,Lockheed Hercules C.4 (C-130J-30),ZH873,Royal Air Force - RAF,0,Temporary Landing Zone,,w/o,,
26 Aug 2017,Boeing 747-281B(SF),ER-BAT,Fly Pro,0,Delhi-Indira Gandhi International Airport (DEL/VIDP),,unk,,
26 Aug 2017,Antonov An-2R,RA-33036,Aviakompaniya Feniks,0,"75 km W of Yeniseisk, Krasnoyarsk Territory",,sub,,
28 Aug 2017,Antonov An-26B,EK-26006,Coco Aviation,0,Maban Airstrip (HSMB),,w/o,,
2 Sep 2017,Antonov TR-301,RA-40462,Polemaks,0,"near Turinskaya Sloboda, Sverdlovsk region",,sub,,
2 Sep 2017,Antonov An-2V,RA-35171,private,2,Chernoye Airport,,w/o,,
3 Sep 2017,Cessna 680 Citation Sovereign,N378QS,NetJets,0,"Wilmington-New Castle County Airport, DE (ILG/KILG)",,non,,
4 Sep 2017,McDonnell Douglas MD-90-30,N938DN,Delta Air Lines,0,"near El Paso International Airport, TX (ELP/KELP)",,non,,
4 Sep 2017,British Aerospace BAe-125-700A,,Unknown,2,Hato Viejo,,w/o,,
4 Sep 2017,Antonov An-2P,YV2195,AÃ©reo Transporte La MontaÃ±a,0,La Paragua Airport (SVPU),,sub,,
5 Sep 2017,Antonov An-2R,YV2664,Unknown,1,Playa Linda,,w/o,,
5 Sep 2017,Boeing 737-8HG (WL),VT-AYB,Air India Express,0,Cochin International Airport (COK/VOCI),,sub,,
6 Sep 2017,Britten-Norman BN-2A-26 Islander,PJ-WEA,Windward Express Airways,0,Sint Maarten-Juliana Airport (SXM),,w/o,,
9 Sep 2017,Learjet 31A,XA-ZYZ,Transportes AÃ©reos Pegaso,0,Ciudad del Carmen Airport (CME),,sub,,
10 Sep 2017,Antonov An-26B,9S-AFL,Serve Air,0,Goma Airport (GOM),,sub,,
12 Sep 2017,Boeing 737-924ER (WL),N69813,United Airlines,0,"Los Angeles International Airport, CA (LAX)",,min,,
12 Sep 2017,Boeing 767-375ER,C-GHOZ,Air Canada,0,"Los Angeles International Airport, CA (LAX)",,sub,,
12 Sep 2017,Embraer EMB-120ER Brasilia,N121CZ,Air Charter Express,0,"Greeley-Weld County Airport, CO (GXY)",,sub,,
13 Sep 2017,Boeing 737-8FE (WL),VH-VUE,Virgin Australia Regional,0,"78 km ESE Adelaide Airport, SA",,non,,
13 Sep 2017,Canadair CL-600-2B19 Regional Jet CRJ-200ER,N261PS,"PSA Airlines, opf American Eagle",0,"Charlotte-Douglas International Airport, NC (CLT/KCLT)",,sub,,
13 Sep 2017,Britten-Norman BN-2A-26 Islander,C6-FYP,Golden Wings Charter,0,Nassau-Lynden Pindling International Airport (NAS),,sub,,
15 Sep 2017,Boeing 737-8AS (WL),EI-DLV,Ryanair,0,London-Stansted Airport (STN),,min,,
15 Sep 2017,Airbus A321-231 (WL),N137AA,American Airlines,0,Bridgetown-Grantley Adams International Airport (BGI),,sub,,
16 Sep 2017,Cessna 208B Grand Caravan,N786WW,Westwind Air Service,0,"Sedona Airport, AZ (SDX)",,sub,,
18 Sep 2017,de Havilland Canada DHC-8-402Q Dash 8,C-FQWE,WestJet Encore,0,"38 nm SW of Calgary International Airport, AB (YYC/CYYC)",,non,,
21 Sep 2017,Cessna 650 Citation VII,TC-KON,Avione Jet,0,Istanbul-AtatÃ¼rk International Airport (IST),,w/o,,
24 Sep 2017,Beechcraft B200GT King Air 250,9M-WSK,Hornbill Skyways,0,Kuching Airport (KCH),,sub,,
25 Sep 2017,Boeing 737-8H4 (WL),N500WR,Southwest Airlines,0,"Sioux City, Iowa",,non,,
30 Sep 2017,Boeing 737-823 (WL),N841NN,American Airlines,0,"Washington-Ronald Reagan National Airport, DC (DCA)",,min,,
30 Sep 2017,Airbus A321-231,N982VJ,American Airlines,0,"Washington-Ronald Reagan National Airport, DC (DCA)",,sub,,
30 Sep 2017,Airbus A380-861,F-HPJE,Air France,0,over southern Greenland,,sub,,
30 Sep 2017,Antonov An-12B,EX-001,Air Force of the Democratic Republic of the Congo,8,ca 20 km NE of Kinshasa-N'Djili Airport (FIH),,w/o,,
2 Oct 2017,Boeing 737-7H4 (WL),N930WN,Southwest Airlines,0,"Chicago-Midway Airport, IL (MDW/KMDW)",,sub,,
2 Oct 2017,Cessna 208B Grand Caravan,PT-WRZ,InÃ¡cio Franco,0,"ParÃ¡ de Minas Airport, MG",,w/o,,
3 Oct 2017,Cessna 208B Grand Caravan,YA12303,Afghan Air Force,0,Nili Airport,,sub,,
3 Oct 2017,Antonov An-28,UP-A2807,East Wing,5,28 km WNW of Almaty Airport (ALA),,w/o,,
4 Oct 2017,Antonov An-32B,AT-530,Servicio Aeronaval de la Marina Peru,0,Mazamari-Manuel Prado Ugarteche Aiport,,sub,,
4 Oct 2017,de Havilland Canada DHC-6 Twin Otter 300,8Q-ISB,Maldivian,0,off MalÃ©-Velana International Airport (MLE),,sub,,
7 Oct 2017,ATR 42-500,SX-GRI,Sky Express,0,Athens-ElefthÃ©rios VenizÃ©los International Airport (ATH/LGAV),,non,,
7 Oct 2017,Cessna 208B Grand Caravan,5Y-BNH,"Penial Air, opf Sigale Air",0,Xuddur Airport,,sub,,
12 Oct 2017,Embraer EMB-120ER Brasilia,D2-FDO,Guicango,7,119 km SW of Dundo,,w/o,,
13 Oct 2017,Airbus A320-214,RP-C3237,Cebu Pacific Air,0,Iloilo International Airport (ILO),,unk,,
14 Oct 2017,Boeing 737-838 (WL),VH-VZZ,Qantas,0,"Sydney-Kingsford Smith International Airport, NSW (SYD/YSSY)",,min,,
14 Oct 2017,Beechcraft 1900D,C-GORZ,Exploits Valley Air Services,0,"Moncton/Greater Moncton International Airport, NB (YQM)",,sub,,
14 Oct 2017,Antonov An-26-100,ER-AVB,Valan International Cargo Charter,4,"0,8 km S off Abidjan-Felix Houphouet Boigny Airport (ABJ/DIAP)",,w/o,,
15 Oct 2017,Boeing 767-328ER,N342AX,Omni Air International,0,"117 km from Honolulu, HI",,non,,
16 Oct 2017,British Aerospace 4100 Jetstream 41,G-MAJC,Eastern Airways,0,Chester/Hawarden Airport (CEG/EGNR),,min,,
17 Oct 2017,Cessna 208 Caravan I,PR-MPE,Greenpeace Brasil,1,"Rio Negro, Parque Nacional de Anavilhanas, AM",,sub,,
18 Oct 2017,Boeing 737-8JP (WL),EI-FJJ,Norwegian Air International,0,AproximaciÃ³n al aeropuerto de Alicante,,non,,
19 Oct 2017,Beechcraft 200C Super King Air,OB-2077-P,Air Majoro,1,near Nuevo Saposoa,,w/o,,
21 Oct 2017,Beechcraft B200 King Air,N363JH,Bering Air,0,"Anchorage-Ted Stevens International Airport, AK (ANC)",,sub,,
21 Oct 2017,Beechcraft 200 Super King Air,C-GFSG,Transwest Air,0,"Prince Albert Airport, SK (YPA)",,sub,,
22 Oct 2017,Boeing 737-86N (WL),JA03GR,Spring Airlines Japan,0,40km east-northeast of Kumamoto Airport (KMJ/RJFT),,non,,
24 Oct 2017,Boeing 737-8GP (WL),PK-LBY,Batik Air,0,SE of Medan,,non,,
24 Oct 2017,ATR 72-212 (F),OY-CNJ,Mistral Air,0,Roma-Fiumicino Airport (FCO),,w/o,,
25 Oct 2017,Cessna 208B Grand Caravan,5H-THR,Coastal Aviation,0,Lobo Wildlife Lodge Airstrip,,sub,,
27 Oct 2017,Cessna 560 Citation V,N561VP,Private Jets LLC,0,"Akron/Canton Regional Airport, OH (CAK)",,sub,,
27 Oct 2017,Beechcraft B200 Super King Air,VH-LNK,Eastern Air Services,0,"Lord Howe Island Airport, NSW (LDH)",,sub,,
29 Oct 2017,Cessna 550 Citation Bravo,RA-67560,Tropic,0,Bremen Airport (BRE/EDDW),,sub,,
30 Oct 2017,Boeing 767-338ER (WL),C-FOGT,WestJet,0,Toronto - London,,sub,,
2 Nov 2017,Fairchild SA227-AC Metro III,C-FLRY,Perimeter Aviation,0,"Thompson Airport, MB (YTH)",,sub,,
